"READ_CODE","DESCRIPTION","VERSION"
U14y7,"[X]OS threat to breathing farm ... [X]Other specified threats to breathing, occurrence on farm ... ","2"
U14yy,"[X]OS threat to breath OS plce ... [X]Oth specif threat to breathing occurrn oth specif place ... [X]Other specified threats to breathing, occurrence at other specified place","2"
U14z0,"[X]Unspec threat breathng home ... [X]Unspecified threat to breathing, occurrence at home ... ","2"
U14z1,"[X]Unsp threat breath res inst ... [X]Unspecif threat to breathng occurrn in resident instit'n ... [X]Unspecified threat to breathing, occurrence in residential institution","2"
U14zy,"[X]Unsp threat breath OS place ... [X]Unspecif threat to breathing occurrence oth specif place ... [X]Unspecified threat to breathing, occurrence at other specified place","2"
R1531,[D]Positive culture - sputum ... [D]Positive culture findings in sputum ... ,"2"
"65VA.",Notification of whooping cough ...  ... ,"2"
cg24.,VICKS VAPOSYRUP FOR DRY COUGHS ... VICKS VAPOSYRUP FOR DRY COUGHS syrup ... ,"2"
"1713.",Productive cough -clear sputum ...  ... ,"2"
"1715.",Productive cough-yellow sputum ...  ... ,"2"
"1716.",Productive cough NOS ...  ... ,"2"
"1735.",Breathless - lying flat ...  ... ,"2"
"1736.",Paroxysmal nocturnal dyspnoea ...  ... ,"2"
"173a.",Borg Breathless: 10 maximal ... Borg Breathlessness Score: 10 maximal ... ,"2"
"173F.",SOB dressing/undressing ... Short of breath dressing/undressing ... ,"2"
"173G.",Breathless - strenuous exertn ... Breathless - strenuous exertion ... ,"2"
"173I.",MRC Breathless Scale: grade 2 ... MRC Breathlessness Scale: grade 2 ... ,"2"
"173J.",MRC Breathless Scale: grade 3 ... MRC Breathlessness Scale: grade 3 ... ,"2"
"173L.",MRC Breathless Scale: grade 5 ... MRC Breathlessness Scale: grade 5 ... ,"2"
"173Q.",Borg Breathless Scre: 2 slight ... Borg Breathlessness Score: 2 slight ... ,"2"
"173V.",Borg Breathless: 6 severe (+) ... Borg Breathlessness Score: 6 severe (+) ... ,"2"
"173Z.",Breathlessness NOS ...  ... ,"2"
"1D88.",Breathing aggravates symptom ...  ... ,"2"
