"READ_CODE","DESCRIPTION","VERSION"
Yawlc,"DTaP/IPV/Hib vac contraindictd ... DTaP/IPV/Hib vaccination contraindicated ... DTaP/IPV/Hib (Diphtheria, tetanus, acellular pertussis, inactivated polio vaccine, Haemophilus influenzae type b) vaccination contraindicated","3"
Yaxbv,Parainfluenz 3 RNA dtctn assay ... Parainfluenza virus type 3 ribonucleic acid detection assay ... ,"3"
YaxY8,At risk flu related complicatn ... At risk of influenza related complication ... ,"3"
B2z0.,"Malig neop up resp tract unspe ... Malig neop of upper respiratory tract, part unspecified ... Malignant neoplasm of upper respiratory tract, part unspecified","2"
"9OX53","2nd intransl influ vacc declnd ... Second intranasal influenza vaccination declined ... ","2"
"14Ol.",At risk flu related complicatn ... At risk of influenza related complication ... ,"2"
"4JDe.",Influenza A virus H1N1 serolgy ... Influenza A virus subtype H1N1 serology ... ,"2"
Ya4wH,Infection of upper resp tract ... Infection of the upper respiratory tract ... ,"3"
Ya4wI,URTI - Infectn upper resp trct ... URTI - Infection of the upper respiratory tract ... ,"3"
YaYUv,Resp tract scope approach ... Respiratory tract scope approach ... ,"3"
YaSDn,Int haemph influ TypB vac pois ... Intentional haemophilus influenzae Type B vaccine poisoning ... ,"3"
YaSE8,Intentional influenza vac pois ... Intentional influenza vaccine poisoning ... ,"3"
YaSE9,Influenza vacc pois undet int ... Influenza vaccine poisoning of undetermined intent ... ,"3"
Yakks,Influenza B antigen level ...  ... ,"3"
YatZP,DNA Hib and meningitis C vaccn ... DNA haemophilius influenzae B and meningitis C vaccination ... Did not attend haemophilus influenzae type B and meningitis C vaccination,"3"
Y7JXQ,Carcinoma resp/intrath. organ ... Carcinoma of respiratory tract and intrathoracic organs ... ,"3"
Y7JXR,Malig neop other resp tract ... Malignant neoplasm of other site of respiratory tract ... ,"3"
Ya0JQ,[V]Influenza vaccination ...  ... ,"3"
YacTp,Influenza imm advised at home ... Influenza immunisation advised at home ... ,"3"
YatEQ,"DTaP/IPV/Hib immunisa declined ... DTaP/IPV/Hib immunisation declined ... Diphtheria, tetanus, acellular pertussis, inactivated polio vaccine, haemophilus influenzae type b immunisation declined","3"
YatG4,CLVPN - 1st flu A (H1N1v)09 va ... CELVAPAN - first influenza A (H1N1v) 2009 vaccination given ... ,"3"
YaoZ1,Avian infl virus nucl acid det ... Avian influenza virus nucleic acid detection ... ,"3"
Y02Uz,Acute pneumococcal pharyngitis ...  ... ,"3"
Y02WL,Acute pneumococcal tonsillitis ...  ... ,"3"
Y02a6,Respiratory tract procedure ...  ... ,"3"
Y02aD,Respiratory tract ops OS ... Other specified operations on respiratory tract ... ,"3"
YaSyQ,Influ split virion vac allergy ... Influenza split virion vaccine allergy ... ,"3"
YaSyR,Influ surf antigen vac allergy ... Influenza surface antigen vaccine allergy ... ,"3"
Yat1O,Influenza A (H1N1) swine flu ...  ... ,"3"
"8ME..",Influenza vaccination requestd ... Influenza vaccination requested ... ,"2"
"744G6",Fib end pho the les low res tr ... Fibr endos photodynamic ther lesion lower respiratory tract ... Fibreoptic endoscopic photodynamic therapy of lesion of lower respiratory tract,"2"
"4JU1.",Influenza H2 virus detected ...  ... ,"2"
"4JU2.",Influenza H3 virus detected ...  ... ,"2"
y0HAs,HIB + MENINGITIS C VACCINE ... HAEMOPHILUS INFLUENZAE type b + MENINGITIS C VACCINE ... ,"3"
YapK0,Parainfl type 1 nuc acid detn ... Parainfluenza type 1 nucleic acid detection ... ,"3"
Yalup,Severe acute respiratory syndr ...  ... ,"3"
YMJPt,Pneumonia/influenza NOS ...  ... ,"3"
Yayiu,Inflnza wth pmn due sesnl vir ... Influenza with pneumonia due to seasonal influenza virus ... ,"3"
YMJXr,Acute bronchitis/bronchiolitis ...  ... ,"3"
YasXC,"Booster DTaP/IPV/Hib vaccin ... Booster diph tet ac pertussis, haem influ b, inac polio vacc ... Booster diphtheria tetanus and three component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","3"
YM4X8,Taiwan acute resp chlamydia ab ... Taiwan acute respiratory chlamydia antibody ... ,"3"
YM4XS,H influenz type B polysacch ab ... Haemophilus influenzae type B polysaccharide antibody ... ,"3"
"65E00",Adm frst intrnsl pndmc flu vac ... Administration of first intranasal pandemic influenza vacc ... Administration of first intranasal pandemic influenza vaccination,"2"
"65E1.",Second pandemic flu vaccnation ... Second pandemic influenza vaccination ... ,"2"
"65E40",Sc intr pnd flu vc gvn oth hcp ... Scnd intrnsl pndmc flu vacc gvn by other healthcare provider ... Second intranasal pandemic influenza vaccination given by other healthcare provider,"2"
"65E5.",CLVPN - 1st flu A (H1N1v)09 va ... CELVAPAN - first influenza A (H1N1v) 2009 vaccination given ... ,"2"
"65ED2",Seas influ vacc giv hosp inpt ... Seasonal influenza vaccination given while hospital inpt ... Seasonal influenza vaccination given while hospital inpatient,"2"
"65ED6",Ft intns snl flu vcc gv by phm ... First intranasal seasonal influenza vacc given by pharmacist ... First intranasal seasonal influenza vaccination given by pharmacist,"2"
"65ED7",Sc intns snl flu vcc gv by phm ... Second intranasal seasonal influenza vacc givn by pharmacist ... Second intranasal seasonal influenza vaccination given by pharmacist,"2"
"65EE0",Adminstn 1st intranasl flu vac ... Administration of first intranasal influenza vaccination ... ,"2"
"43jQ1",Avian flu vir RNA detctn assay ... Avian influenza virus ribonucleic acid detection assay ... ,"2"
"43k3.",Influenza B antigen level ...  ... ,"2"
"43W4.",H influenzae B antibody level ... Haemophilus influenzae B antibody level ... ,"2"
"43w60",Influenza A NADA ... Influenza A nucleic acid detection assay ... ,"2"
"43w61",Influenza A RNA detectn assay ... Influenza A virus ribonucleic acid detection assay ... ,"2"
"43w91",Parainfluenz 4 RNA dtctn assay ... Parainfluenza virus type 4 ribonucleic acid detection assay ... ,"2"
G5100,Acute bacterial endocarditis ...  ... ,"2"
G5101,Subacute bacter.endocardit-SBE ... Subacute bacterial endocarditis - SBE ... ,"2"
G511.,Ac./subac.inf.endocard.+dis.EC ... Acute and subacute infective endocarditis in diseases EC ... ,"2"
F5011,Acute infective otitis externa ...  ... ,"2"
F0308,Enceph due to influ-vir not id ... Encephalitis due to influenza-specific virus not identified ... ,"2"
F034G,Encephalitis-post 'flu vacc ... Post influenza vaccination encephalitis ... ,"2"
"744H1",D f e e l r tr b-al la (ce di) ... Diag fibre end ex low res tract broncho-al lav (cell differ) ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract and broncho-alveolar lavage (cell differential),"2"
"744H2",D f en ex l re t la le l re tr ... Diag fibr end exam low resp tr and lav les low resp tract ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract and lavage of lesion of lower respiratory tract,"2"
"744H5",D f e e l r t b l b c l l r tr ... Dia fib en ex low resp tr wth bio lav br cyt les low resp tr ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy lavage and brush cytology of lesion of lower respiratory tract,"2"
"74z..",Respiratory tract ops NOS ... Respiratory tract operations NOS ... ,"2"
"14B9.",H/O: acute low resp tract inf ... History of acute lower respiratory tract infection ... ,"2"
"14LJ.",H/O: influenza vaccine allergy ...  ... ,"2"
"8I231",Hib/MenC vacc contraindicated ... Haem influenz b and meningitis C vaccination contraindicated ... Haemophilus influenzae type b and meningitis C vaccination contraindicated,"2"
"8I23M",Hib vaccination contraindicatd ... Haemophilus influenzae type b vaccination contraindicated ... ,"2"
"8I2F.",Influenza vaccinat contraind ... Influenza vaccination contraindicated ... ,"2"
"8I2F0",Seasonal flu vac contraindicat ... Seasonal influenza vaccination contraindicated ... ,"2"
"8IA4.",Hib/men C vaccination declined ... Haemophilus influenzae B & meningitis C vaccination declined ... Haemophilus influenzae type B and meningitis C vaccination declined,"2"
"8IAG.",Pandemic flu vaccinatn declind ... Pandemic influenza vaccination declined ... ,"2"
n47v.,INFLUE VACC 9mcg/strain 0.1mL ... INACT INFLUENZA VACC (SPLIT VIRION) 9mcg/strain pfs 0.1mL ... ,"2"
n47y.,INFLUENZA VAC(SV) syrg 0.25mL ... INACT INFLUENZA VACC (SPLIT VIRION) prefilled syringe 0.25mL ... INACTIVATED INFLUENZA VACCINE (SPLIT VIRION) prefilled syringe 0.25mL,"2"
n4p..,HIB/DIPH/TET/PERTUSSIS VACCINE ... HIB/DIPHTHERIA/TETANUS/PERTUSSSIS VACCINE ... HAEMOPHILUS INFLUENZAE TYPE b (HIB)/DIPHTHERIA/TETANUS/PERTUSSIS VACCINE,"2"
U144.,[X]Inhalation of food ... [X]Inhalation + ingestion of food causing obstr resp tract ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract,"2"
U1440,"[X]Inhalation of food at home ... [X]Inhalatn+ingestn of food caus obstr resp tract occ home ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at home","2"
U1441,"[X]Inhalat food in resid inst ... [X]Inhal+ingest food caus obst resp tract occ resid instit'n ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence in residential institution","2"
U1445,"[X]Inhalat food in trade area ... [X]Inhl+ingest food caus obst resp tract occ trade/serv area ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at trade and service area","2"
U1455,"[X]Inhalat of object trade ar ... [X]Inhal+ingest oth obj caus obst resp tract trade/serv area ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at trade and service area","2"
Hyu07,"[X]Flu+o maniftns,vir nt idntf ... [X]Influenza+other manifestations, virus not identified ... [X]Influenza with other manifestations, virus not identified","2"
SyuD3,[X]Corros oth part resp tract ... [X]Corrosions of other parts of respiratory tract ... ,"2"
"74...",Respiratory tract operations ...  ... ,"2"
H023z,Acute bact.pharyngitis NOS ... Acute bacterial pharyngitis NOS ... ,"2"
H035.,Acute bacterial tonsillitis ...  ... ,"2"
H0350,Acute pneumococcal tonsillitis ...  ... ,"2"
H0404,Acute H.influenzae laryngitis ... Acute haemophilus influenzae laryngitis ... ,"2"
H051.,Acute up resp tract infection ... Acute upper respiratory tract infection ... ,"2"
H060C,Acut bronch/parainfluenza vir ... Acute bronchitis due to parainfluenza virus ... ,"2"
H0612,Acute bronchiolitis+bron.spasm ... Acute bronchiolitis with bronchospasm ... ,"2"
H0613,Acute exudative bronchiolitis ...  ... ,"2"
H1yzz,Other URT disease NOS ... Other upper respiratory tract disease NOS ... ,"2"
H2...,Pneumonia and influenza ...  ... ,"2"
H271z,Influenza + resp.manifest.NOS ... Influenza with respiratory manifestations NOS ... ,"2"
H2E..,Flu due to pandemic virus ... Influenza due to pandemic influenza virus ... ,"2"
Y7ATH,Influenza vacc.administrat.NOS ...  ... ,"3"
YMJAm,Lower respiratory tract infect ...  ... ,"3"
Ya2Aa,Aspira gastr cont low resp trc ... Aspirated gastric contents in lower respiratory tract ... ,"3"
Ya2Ad,Aspir blood in low resp tract ... Aspirated blood in lower respiratory tract ... ,"3"
Y00Cv,Post-influenza encephalitis ...  ... ,"3"
YMBNb,[X]Inhalation of object ... [X]Inhalation+ingestion oth obj causing obstruct resp tract ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract,"3"
YMBNk,"[X]Inhalat of object OS place ... [X]Inhal+ingest oth obj caus obst resp tract oth specif plce ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at other specified place","3"
Y31nz,Acute infective cystitis ...  ... ,"3"
YMAjP,Acute respiratory failure ...  ... ,"3"
YajUG,Influenza-like symptoms ...  ... ,"3"
YasaL,"2nd pan flu vac othr hlth prov ... 2nd pandemic influenza vacc give by other healthcare providr ... Second pandemic influenza vaccination given by other healthcare provider","3"
YM982,Parainfluenza virus 3 antigen ...  ... ,"3"
Ya3zE,Injury upper respiratory tract ... Injury of upper respiratory tract ... ,"3"
YatZ6,Consent given H1N1 vaccination ... Consent given for influenza A subtype H1N1 vaccination ... ,"3"
Y10G5,Acute chemical bronchitis ... Acute bronchitis due to chemical fumes ... ,"3"
Y10GT,Acute resp distress syndrome ... Acute respiratory distress syndrome ... ,"3"
Y02RY,Acute infective rhinitis ...  ... ,"3"
Ya3e0,URTI - Viral upper resp infect ... URTI - Viral upper respiratory tract infection ... ,"3"
Ya4dZ,Burn of respiratory tract ...  ... ,"3"
Y02aC,Respiratory tract ops NOS ... Respiratory tract operations NOS ... ,"3"
YaViF,Acute echoviral bronchitis ...  ... ,"3"
YM9i7,Respiratory tract infection ...  ... ,"3"
Yau9T,"1st Hib/meningitis C vaccinatn ... First Haemophilus influenzae type B/meningitis C vaccination ... First Haemophilus influenzae type B and meningitis C vaccination","3"
Yau9U,"2nd Hib/meningitis C vaccinatn ... Second Haemophilus influenzae type B/meningitis C vaccinatn ... Second Haemophilus influenzae type B and meningitis C vaccination","3"
YanNn,Influenza imm - enh serv admin ... Influenza immunisation - enhanced services administration ... Influenza immunisation for those in the 65 years and over and other at risk groups - enhanced services administration,"3"
Yaltx,H influenzae B IgG level ...  ... ,"3"
Y02WN,Acute bact.tonsillitis NOS ... Acute bacterial tonsillitis NOS ... ,"3"
Y02XQ,Acute H.influenzae laryngitis ... Acute haemophilus influenzae laryngitis ... ,"3"
Y02XS,Acute viral laryngitis unspec. ... Acute viral laryngitis unspecified ... ,"3"
Y02Xj,Acute fib laryngotracheobronch ... Acute fibrinous laryngotracheobronchitis ... ,"3"
Y204B,Acute bacterial endocarditis ...  ... ,"3"
YaVdr,Risk subacut bact endocarditis ... Risk of subacute bacterial endocarditis ... ,"3"
YaoPJ,Booster influenza vaccination ...  ... ,"3"
Yasyo,Influenza A vir H1N1 sub cont ... Influenza A virus H1N1 subtype contact ... ,"3"
Yat2N,Suspct flu A vi sub H1N1 infct ... Suspected influenza A virus subtype H1N1 infection ... ,"3"
Yat2O,Suspected swine influenza ...  ... ,"3"
Yat4d,Infl A virus H1N1 sub detected ... Influenza A virus H1N1 subtype detected ... ,"3"
Yat5f,Influenza A vir H1N1 sub cont ...  ... ,"3"
y0GnO,Inact Influenza virosome vacc ... Inactivated Influenza surface antigen virosome vaccine ... ,"3"
Yawwn,Parainfluenza type 1 NADA ... Parainfluenza type 1 nucleic acid detection assay ... ,"3"
YaSDl,Haemophil influ Typ B vac pois ... Haemophilus influenzae Type B vaccine poisoning ... ,"3"
YaSDo,Und haemph influ TypB vac pois ... Haemophilus influenz TypeB vaccine poisoning undeterm intent ... Haemophilus influenzae Type B vaccine poisoning of undetermined intent,"3"
YaSE7,Accident influenza vacc pois ... Accidental influenza vaccine poisoning ... ,"3"
Yam2K,Influenza vaccin not indicated ...  ... ,"3"
Yam6C,[V]PH influenza vaccin allergy ... [V]Personal history of influenza vaccine allergy ... ,"3"
YawSW,"2nd int ssn flu vcc gv oth hcp ... Secnd intranasal seasonal flu vacc gvn by othr hlthcare prov ... Second intranasal seasonal influenza vaccination given by other healthcare provider","3"
YMHz5,"Corros respir tract,part un ... Corrosion of respiratory tract, part unspecified ... ","3"
Yas5T,Hum parainfluenza vir detected ... Human parainfluenza virus detected ... ,"3"
YMKNq,Foreign obj.in nose+resp.obst. ... Foreign object in nose causing obstruction respiratory tract ... Foreign object in nose causing obstruction of respiratory tract,"3"
YMKNr,Bean in nose+resp.obst. ... Bean in nose with obstruction of respiratory tract ... ,"3"
YMKNs,Marble in nose+resp.obstr. ... Marble in nose with obstruction of respiratory tract ... ,"3"
y0DIT,Hib/diph/tet/pertussis vial ... Hib/diphtheria/tetanus/pertussis vaccine vial ... Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial,"3"
Y74bn,FB - nose caus obst resp trct ... Foreign body in nose causing obstruction respiratory tract ... Foreign body in nose causing obstruction of respiratory tract,"3"
YauTp,Flu vac inv 1st SMS txt msg st ... Influenza vaccination invitation 1st SMS text message sent ... Influenza vaccination invitation first short message service text message sent,"3"
Yarx6,Influenza H1 virus detected ...  ... ,"3"
Yarx7,Influenza H2 virus detected ...  ... ,"3"
yz5kw,INFLUENZA VAC nasal susp 0.2mL ... INFLUENZA VACCINE (LIVE ATTENUATED) nasal suspension 0.2mL ... ,"3"
yz3MX,CELVAPAN FLU VAC (H1N1v) 2009 ... CELVAPAN INFLUENZA A VACCINE (H1N1v) 2009 injection ... ,"3"
YMAJ5,[X]Ac bronchltis/o spcf orgnsm ... [X]Acute bronchiolitis due to other specified organisms ... ,"3"
YM6Z2,Haemophilus parainfluenzae ...  ... ,"3"
YabWD,Encephalitis due to influenza ...  ... ,"3"
Yaz3S,Seasonal flu vacc gvn midwife ... Seasonal influenza vaccination given by midwife ... ,"3"
Yaz3U,Scd inct snl infl vcc gvn mwfe ... Second inactivated seasonal influenza vacc given by midwife ... Second inactivated seasonal influenza vaccination given by midwife,"3"
Yaw6W,Adminstn 1st intranasl flu vac ... Administration of first intranasal influenza vaccination ... ,"3"
Yaw6X,Adminstn 2nd intranasl flu vac ... Administration of second intranasal influenza vaccination ... ,"3"
YadU3,Oth acute non-infec otitis ext ... Other acute non-infective otitis externa ... ,"3"
YatG8,CN - 1 fluA (H1N1v)09 va ot pr ... CELVAPAN - 1st flu A (H1N1v) 2009 vacc by othr hlth provider ... CELVAPAN - first influenza A (H1N1v) 2009 vaccination given by other healthcare provider,"3"
YatGC,No consent flu A (H1N1v)09 vac ... No consent for influenza A (H1N1v) 2009 vaccination ... ,"3"
YMAiq,Acute resp syncyt virus bronch ... Acute respiratory syncytial virus bronchitis ... ,"3"
YMAis,Acute echovirus bronchitis ...  ... ,"3"
Yane0,Has influenza vacc at work ... Has influenza vaccination at work ... ,"3"
YawQQ,Seas influ vacc giv hosp inpt ... Seasonal influenza vaccination given while hospital inpt ... Seasonal influenza vaccination given while hospital inpatient,"3"
YawST,"1st intr pn flu vcc gv oth hcp ... First intranasal pndmc influenza vcc gvn othr hlthcare prvdr ... First intranasal pandemic influenza vaccination given by other healthcare provider","3"
Y01J9,Somat auton dysf - resp tract ... Somatoform autonomic dysfunction - respiratory tract ... ,"3"
YaxmQ,"1st IM flu vac by other HCP ... 1st intramuscular seasonal influenza vacc given by other HCP ... First intramuscular seasonal influenza vaccination given by other healthcare provider","3"
YM701,Parainfluenza virus type 1 ...  ... ,"3"
YM70E,Parainfluenza virus type 4 ...  ... ,"3"
Yaxi2,Hib vaccination contraindicatd ... Haemophilus influenzae type b vaccination contraindicated ... ,"3"
Y02Hg,Acute bacterial otitis externa ...  ... ,"3"
Y02Hl,Acute viral otitis externa ...  ... ,"3"
YE1UD,Inhal &/or ingest oth obj ca++ ... Inhal &/or ingest oth obj caus: [resp tract obstruct][suff] ... Inhalation &/or ingestion of other object causing: [respiratory tract obstruction] or [suffocation],"3"
YSRhD,Haemophilus influenzae antibdy ... Haemophilus influenzae antibody ... ,"3"
YajT0,H/O: influenza vaccine allergy ...  ... ,"3"
YMK6E,Acute up resp tract infection ... Acute upper respiratory tract infection ... ,"3"
YMK6H,Acut bronch/parainfluenza vir ... Acute bronchitis due to parainfluenza virus ... ,"3"
YazEB,"DTaP IPV Hib hep B vacc contra ... DTaP, IPV, Hib, and hep B vaccination contraindicated ... Diphtheria, tetanus and acellular pertussis, inactivated polio, Haemophilus influenzae type b and hepatitis B vaccination contraindicated","3"
YazCC,"2nd DTaP, IPV, Hib, hep B vacc ... Second DTaP, IPV, Hib, and hep B vaccination ... Second diphtheria, tetanus and acellular pertussis, inactivated polio, Haemophilus influenzae type b and hepatitis B vaccination","3"
Ya0cb,[V]Flu - influenza vaccination ...  ... ,"3"
YabYA,Enceph due to influ-vir not id ... Encephalitis due to influenza-specific virus not identified ... ,"3"
Yata1,Adv abt infl A vr sb H1N1 tele ... Advc given about influenza A virus subtype H1N1 by telephone ... Advice given about influenza A virus subtype H1N1 by telephone,"3"
Y101B,Acute bact.bronchitis unspec. ... Acute bacterial bronchitis unspecified ... ,"3"
Y101E,Acute chlamydial bronchitis ...  ... ,"3"
Y101I,Acute capillary bronchiolitis ...  ... ,"3"
Y103s,Influenza + resp.manifest.NOS ... Influenza with respiratory manifestations NOS ... ,"3"
Y103x,Influenza NOS ...  ... ,"3"
Y103B,Influenzal pneumonia ...  ... ,"3"
Y103C,Chest infection-'flu+pneumonia ... Chest infection - influenza with pneumonia ... ,"3"
Y30L2,Acute hepatitis - noninfective ...  ... ,"3"
Y30Le,Acute viral hepatitis ...  ... ,"3"
YMA4A,"[X]Haemphilus 'flu infct,unspc ... [X]Haemophilus influenzae infection, unspecified ... ","3"
YMBNR,"[X]Inhalation of food at home ... [X]Inhalatn+ingestn of food caus obstr resp tract occ home ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at home","3"
YMBNU,"[X]Inhalatn food in sport area ... [X]Inhl+ingest food caus obst resp tract occ sport/athl area ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at sports and athletics area","3"
YMBNW,"[X]Inhalat food in trade area ... [X]Inhl+ingest food caus obst resp tract occ trade/serv area ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at trade and service area","3"
Y100Z,Acute upper resp infection ... Acute upper respiratory infection ... ,"3"
Y100a,URTI-Acute upper resp infecti ... URTI - Acute upper respiratory infection ... ,"3"
Y100b,Other acute upper resp.infect. ... Other acute upper respiratory infections ... ,"3"
Y1013,Acute croupous bronchitis ...  ... ,"3"
YMBNQ,[X]Inhalation of food ... [X]Inhalation + ingestion of food causing obstr resp tract ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract,"3"
YapQn,D f e e l r tr b-al la (ce di) ... Diag fibre end ex low res tract broncho-al lav (cell differ) ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract and broncho-alveolar lavage (cell differential),"3"
Yavil,H/O: acut hyprcpnc rsprtry flr ... History of acute hypercapnic respiratory failure ... ,"3"
Yau7B,Auscultation lowr respir tract ... Auscultation of lower respiratory tract ... ,"3"
YE0Sy,(Influenza like illness) or ++ ... (Influenza like illness) or (influenza NOS) ... ,"3"
YMAIk,[X]Ac upp respiratory infectns ... [X]Acute upper respiratory infections ... ,"3"
YaqI5,Hib/men C vaccination declined ... Haemophilus influenzae B & meningitis C vaccination declined ... Haemophilus influenzae type B and meningitis C vaccination declined,"3"
Y20nH,Anti-h infl B polysacc Ab def ... Anti-haemophilus influenzae B polysaccharide antibody defic ... Anti-haemophilus influenzae B polysaccharide antibody deficiency,"3"
YaSaC,Haemophi infl Typ B vac adv re ... Haemophilus influenzae Type B vaccine adverse reaction ... ,"3"
Yaut4,Ac bronchiol due hum metapneum ... Acute bronchiolitis due to human metapneumovirus ... ,"3"
Y02V1,Acute bact.pharyngitis NOS ... Acute bacterial pharyngitis NOS ... ,"3"
YaeKM,"HiB, diph, tetanus, polio vacc ... Haemophilus influenza B, diphtheria, tetanus & polio vaccin ... Haemophilus influenza B, diphtheria, tetanus and polio vaccination","3"
YapsK,D f e e l r t la b cy l l r tr ... Dia fib en ex low resp tr wth lav and br cyt les low resp tr ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract with lavage and brush cytology of lesion of lower respiratory tract,"3"
YapsL,D f e e l r t b l b c l l r tr ... Dia fib en ex low resp tr wth bio lav br cyt les low resp tr ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy lavage and brush cytology of lesion of lower respiratory tract,"3"
SH71X,"Corros respir tract,part un ... Corrosion of respiratory tract, part unspecified ... ","2"
YaoLC,Influen vaccn inv 1st let sent ... Influenza vaccination invitation first letter sent ... ,"3"
YaoLG,Influen vaccn inv 3rd let sent ... Influenza vaccination invitation third letter sent ... ,"3"
YawxO,Parainfluenza type 2 NADA ... Parainfluenza type 2 nucleic acid detection assay ... ,"3"
YaxcH,Long term indicat seas flu vac ... Long term indication for seasonal influenza vaccination ... ,"3"
YE0TZ,Pneumonia and influenza &/or++ ... Pneumonia and influenza &/or pneumonia ... ,"3"
YMH4h,Acute on chronic bronchitis ...  ... ,"3"
Y71hr,Balkan influenza ...  ... ,"3"
YMAc8,[X]For bod oth/com site res tr ... [X]Foreign body in other & comb sites of respiratory tract ... [X]Foreign body in other and combined sites of respiratory tract,"3"
YMAcQ,"[X]Corros respir tract,part un ... [X]Corrosion of respiratory tract, part unspecified ... ","3"
YanBu,Influenza vaccina phone invite ... Influenza vaccination telephone invite ... ,"3"
YanED,"2nd DTaP/IPV/Hib vaccination ... 2nd dipht tet acell pertus, haem influ b, inactiv polio vacc ... Second diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","3"
YaaJZ,Inhal/ingest oth obj-resp obst ... Inhalation/ingest oth object caus obstruct resp tract/suffoc ... Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,"3"
Yaqy4,"Booster DTaP/IPV/Hib vaccn ... Booster diphth tet ac pertus, haem influ b, inac polio vaccn ... Booster diphtheria, tetanus, acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","3"
n47A.,PANDEMRIX FLU VAC (H1N1v) 2009 ... PANDEMRIX INFLUENZA A VACCINE (H1N1v) 2009 injection ... ,"2"
n47g.,INFLUENZA VAC(SV) syrg 0.5mL ... INACT INFLUENZA VACC (SPLIT VIRION) prefilled syringe 0.5mL ... INACTIVATED INFLUENZA VACCINE (SPLIT VIRION) prefilled syringe 0.5mL,"2"
n4n..,HAEMOPHILUS (Hib) VACCINE ... HAEMOPHILUS INFLUENZAE Type b (Hib) VACCINE ... ,"2"
"65EA.",PNDMRX - 2nd fluA (H1N1v)09 va ... PANDEMRIX - second influenza A (H1N1v) 2009 vaccination give ... PANDEMRIX - second influenza A (H1N1v) 2009 vaccination given,"2"
"65EB.",PX - 1 fluA (H1N1v)09 va ot pr ... PANDEMRIX - 1st flu A (H1N1v) 2009 vac by othr hlth provider ... PANDEMRIX - first influenza A (H1N1v) 2009 vaccination given by other healthcare provider,"2"
"65ED.",Seasonal influenza vaccination ...  ... ,"2"
"65ED4",Admin frst inact ssnl flu vacc ... Administration of first inactivated seasonal influenza vacc ... Administration of first inactivated seasonal influenza vaccination,"2"
"65ED5",Admin scnd inact ssnl flu vacc ... Administration of second inactivated seasonal influenza vacc ... Administration of second inactivated seasonal influenza vaccination,"2"
"65MP.","Booster DTaP/IPV/Hib vaccn ... Booster diphth tet ac pertus, haem influ b, inac polio vaccn ... Booster diphtheria, tetanus, acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","2"
"8I233","DTaP/IPV/Hib vac contraindictd ... DTaP/IPV/Hib vaccination contraindicated ... Diphtheria, tetanus, acellular pertussis, inactivated polio vaccine, Haemophilus influenzae type b vaccination contraindicated","2"
F370z,Acute infective polyneurit.NOS ... Acute infective polyneuritis NOS ... ,"2"
"43jx.",Parainfl type 1 nuc acid detn ... Parainfluenza type 1 nucleic acid detection ... ,"2"
"43jy1",Parainfluenz 2 RNA dtctn assay ... Parainfluenza virus type 2 ribonucleic acid detection assay ... ,"2"
"43k2.",Influenza A antigen level ...  ... ,"2"
H1y..,Upper resp.tract diseases OS ... Other specified diseases of upper respiratory tract ... ,"2"
H2F..,Flu due to seasonal virus ... Influenza due to seasonal influenza virus ... ,"2"
H2Fz.,Infz+othr manf due to ssnl vir ... Influenza with other manifestations due to seasonl inf virus ... Influenza with other manifestations due to seasonal influenza virus,"2"
H2z..,Pneumonia or influenza NOS ...  ... ,"2"
"4JU4.","Inf A, oth or untyp strain det ... Influenza A virus, other or untyped strain detected ... ","2"
"8BQ1.",Long term indicat seas flu vac ... Long term indication for seasonal influenza vaccination ... ,"2"
"9OX6.",Influenz vaccin invt lett sent ... Influenza vaccination invitation letter sent ... ,"2"
"9OX71",Influenza vacc 2nd phone invit ... Influenza vaccination second telephone invitation ... ,"2"
"9OX72",Influenza vacc 3rd phone invit ... Influenza vaccination third telephone invitation ... ,"2"
"9OX9.",Influen vaccn inv 1st let sent ... Influenza vaccination invitation first letter sent ... ,"2"
